fid,dn,fid_2,dn_2,fid_3,id,objectid_1,objectid,village,vlcode,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk,hospital_dist_km,name,amenity,population_density,water_availability,drainage_availability,healthcare_gap_score,river_distance_km,flood_score,population_score,water_gap_score,drainage_gap_score,service_gap_score,river_vulnerability_score,ml_cluster,ml_risk_group,vulnerability_score,vulnerability_class,flood_score_contribution,population_score_contribution,service_gap_score_contribution,river_vulnerability_score_contribution,underserved_score,welfare_priority_score,welfare_priority,priority_rank,priority_services,priority_reason
176,1,1,1,4111,40949,40949,107484,Katali Chak,539104,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,79,288,3.64556962,90,148,140,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,12,0,7,0,6,14,0,52,20,31,0,20,0,0,0,GADCHIROLI,14,4098.737653,4098.737653,1016858.356,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,4111,0.051269404,5.126940437,Low,6.062699192643517,Janatal Hospital,hospital,288.0,0.0,0.0,35.67993611311136,0,13.757545631486096,15.3928380545163,100.0,50.0,61.89331203770379,50.0,4,Low,31.55,Moderate,5.5,3.08,15.47,7.5,38.32,30.98,Moderate,84,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
177,1,1,1,4124,40954,40954,107489,Sakhara,539109,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,420,1526,3.63333333,749,774,752,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,176,10,219,14,0,28,4,38,259,116,143,0,105,0,0,11,GADCHIROLI,9,12327.8738,12327.8738,8320900.491,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4124,0.710728323,7.896981362,Low,2.594445406045958,Janatal Hospital,hospital,169.55555555555554,0.0,0.0,15.185918157305672,0,21.191202406417446,9.062295860799335,100.0,50.0,55.061972719101895,50.0,4,Low,31.55,Moderate,8.48,1.81,13.77,7.5,34.49,30.26,Moderate,96,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
178,1,1,1,4154,40987,40987,107522,Wasa Chack No 1,539096,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,0,0,0.0,193,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,43,0,15,0,7,19,2,107,10,97,0,5,2,0,4,,0,6242.464729,6242.464729,2359926.819,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4154,0.339155623,16.95778115,Moderate,13.077181463639151,SDH Armori,hospital,0.0,2.0,0.0,77.12872690459848,0,45.50668277440613,0.0,99.54545454545455,50.0,75.55806048335101,50.0,0,Very High,44.59,Moderate,18.2,0.0,18.89,7.5,46.88,45.56,Moderate,14,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
179,1,1,1,4337,41180,41180,107715,Dongargaon,538525,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,493,1910,3.87423935,719,938,972,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,70,7,73,0,0,24,64,16,465,82,383,0,0,3,0,78,DESAIGANJ,24,15721.65259,15721.65259,9391701.136,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,4337,1.423266963,14.23266963,Low,5.029781700447062,SDH Armori,hospital,191.0,3.0,0.0,29.57639498421754,0,38.19359814440505,10.208444681988242,99.31818181818181,50.0,59.63152560079978,50.0,0,Very High,39.73,Moderate,15.28,2.04,14.91,7.5,40.52,39.26,Moderate,25,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
180,1,1,1,4651,41905,41905,108440,Vihirgaon,537515,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,49,220,4.48979592,318,112,108,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,21,120,8,0,90,0,0,79,21,58,0,21,0,0,0,Desaiganj,18,6397.164006,6397.164006,2335462.234,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4651,0.198838805,9.941940238,Low,3.15069295331853,"Government Hospital, Soni",hospital,110.0,0.0,0.0,18.472801967749195,0,26.67903555207156,5.879208979155532,100.0,50.0,56.157600655916404,50.0,4,Low,33.39,Moderate,10.67,1.18,14.04,7.5,35.18,32.21,Moderate,68,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
181,1,1,1,4325,41168,41168,107703,Palora,538519,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,130,540,4.15384615,561,269,271,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,119,26,11,15,18,3,0,7,362,255,107,201,24,31,0,0,DESAIGANJ,21,10676.46923,10676.46923,4816134.833,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4325,0.01123752,0.224750404,Low,2.606316325583099,SDH Armori,hospital,108.0,31.0,0.0,15.25606378479297,0,0.6020727928270869,5.772314270443613,92.95454545454545,50.0,52.73686974644614,50.0,4,Low,22.08,Low,0.24,1.15,13.18,7.5,28.22,20.04,Low,193,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
182,1,1,1,4711,42026,42026,108561,Sawangi,538469,Desaiganj (Vadasa),103.0,Desaiganj (Vadasa),4052,Desaiganj (Vadasa),Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,623,2498,4.00963082,1248,1282,1216,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,393,173,184,4,11,0,56,14,413,217,196,172,1,0,0,43,DESAIGANJ,7,13052.61635,13052.61635,9263146.687,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,4711,0.729396114,7.293961142,Low,3.8541104709684726,"Government Hospital, Soni",hospital,249.8,0.0,0.0,22.629317645135217,0,19.57294279755495,13.351149118118656,100.0,50.0,57.54310588171174,50.0,4,Low,32.39,Moderate,7.83,2.67,14.39,7.5,36.69,31.43,Moderate,78,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
183,1,1,1,2957,39753,39753,106288,Jibgaon,540957,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,402,1472,3.66169154,557,742,730,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,0,211,0,0,0,0,0,6,339,279,61,120,159,0,0,0,MUL,30,10882.5026,10882.5026,5404030.586,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,2957,0.339842155,5.664035919,Low,7.312236082285238,"Rural Hospital, Saoli",hospital,245.33333333333334,0.0,0.0,43.06348790269395,0,15.198890209654852,13.112417601995368,100.0,50.0,64.35449596756466,50.0,4,Low,32.29,Moderate,6.08,2.62,16.09,7.5,39.15,31.92,Moderate,72,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
184,1,1,1,2826,39623,39623,106158,Haladi Chak,539295,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,89,378,4.24719101,194,191,187,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,46,22,0,0,0,0,0,126,0,126,0,0,0,0,0,GADCHIROLI,54,8670.088513,8670.088513,2906738.66,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,2826,0.026007476,0.866915855,Low,14.3614226829407,,,126.0,0.0,0.0,84.7173476421171,0,2.325382189583741,6.734366648850881,100.0,50.0,78.2391158807057,50.0,1,Very Low,29.34,Moderate,0.93,1.35,19.56,7.5,41.6,29.91,Moderate,100,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
185,1,1,1,4573,41826,41826,108361,Chikhalgaon,540739,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,471,2012,4.27176221,284,1019,993,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,10,78,2,0,1,8,1,184,25,158,0,25,0,0,0,BRAHMAPURI,9,6486.724524,6486.724524,2691822.028,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4573,0.158362153,5.278738428,Low,2.401157170677734,"Vikttubaba physiotherapy clinic, wadsa",hospital,670.6666666666666,0.0,0.0,14.043772048624142,0,14.164909347319327,35.845358988063424,100.0,50.0,54.681257349541376,50.0,4,Low,34.01,Moderate,5.67,7.17,13.67,7.5,40.93,33.33,Moderate,54,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
186,1,1,1,4205,41040,41040,107575,Gawarla Chak,540803,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,66,233,3.53030303,404,122,111,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,92,30,0,2,0,18,0,0,263,31,232,0,11,20,0,0,BRAHMAPURI,14,9511.778806,9511.778806,4840224.035,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4205,0.012077017,0.241540335,Low,11.210817281630268,Akshay Nursing Home,hospital,46.6,20.0,0.0,66.1003237335358,0,0.647130099815712,2.4906467129877075,95.45454545454545,50.0,70.51828972936042,50.0,1,Very Low,25.89,Moderate,0.26,0.5,17.63,7.5,36.14,25.53,Moderate,143,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
187,1,1,1,3122,39921,39921,106456,Rajangatta,539284,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,42,157,3.73809524,43,83,74,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,6,8,0,2,0,0,0,0,27,52,-25,52,0,0,0,0,GADCHIROLI,45,3731.0651,3731.0651,823741.0582,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,3122,0.004357646,0.435764622,Low,7.19267043900862,,,157.0,0.0,0.0,42.356970850891834,0,1.1683486399041623,8.391234633885624,100.0,50.0,64.11899028363061,50.0,4,Low,25.68,Moderate,0.47,1.68,16.03,7.5,34.81,24.86,Low,153,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
188,1,1,1,3089,39886,39886,106421,Nachangaon,539265,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,58,248,4.27586207,39,128,120,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,7,1,1,0,0,0,0,30,73,-43,30,0,0,0,43,GADCHIROLI,29,2712.112264,2712.112264,543666.6625,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,3089,0.047656425,4.765642541,Low,5.9538954824877575,Balprabha Hospital,hospital,248.0,0.0,0.0,35.03701165406307,0,12.78796986524761,13.254943880277924,100.0,50.0,61.67900388468769,50.0,4,Low,30.69,Moderate,5.12,2.65,15.42,7.5,37.37,30.01,Moderate,99,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
189,1,1,1,4552,41807,41807,108342,Nandgaon Jani,540734,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,511,2075,4.06066536,890,1069,1006,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,15,154,3,4,33,8,24,650,65,586,0,65,0,0,0,BRAHMAPURI,8,11619.4972,11619.4972,7987303.611,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,4552,0.031661007,0.395762585,Low,6.225241102311558,Akshay Nursing Home,hospital,259.375,0.0,0.0,36.64040124060011,0,1.060999535177089,13.862907536076966,100.0,50.0,62.21346708020004,50.0,4,Low,26.25,Moderate,0.42,2.77,15.55,7.5,35.48,25.41,Moderate,147,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
190,1,1,1,3091,39888,39888,106423,Rampur,539267,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,117,492,4.20512821,277,251,241,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,223,3,8,0,0,0,0,1,43,106,-63,104,0,0,0,2,GADCHIROLI,30,8271.612475,8271.612475,1523870.847,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,3091,0.056063415,2.803170756,Low,6.66040113987308,"Rural Hospital, Asti",hospital,246.0,0.0,0.0,39.2117752438226,0,7.521498331013195,13.148049171566006,100.0,50.0,63.070591747940874,50.0,4,Low,28.91,Moderate,3.01,2.63,15.77,7.5,36.98,28.26,Moderate,118,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
191,1,1,1,4332,41175,41175,107710,Shegaon,538522,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,818,3842,4.69682152,536,2004,1838,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,181,29,19,31,26,1,0,12,238,167,72,150,17,0,0,0,DESAIGANJ,19,8252.41065,8252.41065,3501128.017,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4332,0.255358623,6.383965583,Low,3.408409674720191,SDH Armori,hospital,960.5,0.0,0.0,19.99565797567082,0,17.13088694514267,51.336183858898984,100.0,50.0,56.66521932522361,50.0,2,Moderate,38.79,Moderate,6.85,10.27,14.17,7.5,47.16,38.84,Moderate,27,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by high population exposure, water-service gap, drainage-service gap."
192,1,1,1,2955,39751,39751,106286,Bhatti Jamb,540945,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,77,319,4.14285714,375,152,167,,,,Not Available,Not Available,Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,107,0,0,0,0,4,0,264,69,195,0,0,69,0,0,MUL,25,7004.53604,7004.53604,2021689.464,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,2955,0.005455564,0.272778177,Low,6.082313881391041,"Rural Hospital, Saoli",hospital,159.5,69.0,0.0,35.79583991027369,0,0.7309596901014711,8.524853019775522,84.31818181818181,50.0,56.704673909485166,50.0,4,Low,23.67,Low,0.29,1.7,14.18,7.5,31.06,22.11,Low,176,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
193,1,1,1,2990,39788,39788,106323,Farada,539220,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,387,1561,4.03359173,894,793,768,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,,Available,0,167,0,16,0,31,3,0,677,382,295,324,13,0,0,45,MUL,25,13579.56972,13579.56972,10022035.04,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,2990,0.253153532,2.531535323,Low,9.083794426006316,Balprabha Hospital,hospital,156.1,0.0,0.0,53.53168046872718,0,6.792539939601753,8.343132014965258,100.0,50.0,67.84389348957573,50.0,1,Very Low,28.85,Moderate,2.72,1.67,16.96,7.5,37.78,28.52,Moderate,115,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
194,1,1,1,4285,41127,41127,107662,Ranmochan,540777,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,374,1428,3.81818182,605,723,705,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,11,69,7,0,2,0,5,511,16,495,0,16,0,0,0,BRAHMAPURI,12,10387.2744,10387.2744,5115775.082,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4285,0.159986371,3.199727424,Low,8.674277104121126,Akshay Nursing Home,hospital,285.6,0.0,0.0,51.111830058598485,0,8.585694218921386,15.264564404062,100.0,50.0,67.03727668619949,50.0,1,Very Low,30.75,Moderate,3.43,3.05,16.76,7.5,39.82,30.58,Moderate,93,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
195,1,1,1,2993,39791,39791,106326,Markandadeo,539221,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,261,994,3.80842912,464,523,471,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,,Available,0,95,0,4,0,73,8,0,283,240,43,214,0,0,0,26,MUL,26,10391.98981,10391.98981,6477260.609,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,2993,0.100503622,1.435766031,Low,6.268952883013741,Balprabha Hospital,hospital,142.0,0.0,0.0,36.898695492898646,0,3.8519433773912057,7.589524318546231,100.0,50.0,62.299565164299544,50.0,4,Low,26.13,Moderate,1.54,1.52,15.57,7.5,34.2,25.17,Moderate,150,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
196,1,1,1,4102,40933,40933,107468,Wasa,539098,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,408,1516,3.71568627,457,769,747,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,9,76,0,16,0,2,23,3,328,133,195,0,10,100,0,23,GADCHIROLI,14,12073.68095,12073.68095,7236363.214,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4102,0.71802515,10.25750215,Low,12.365770575980791,Janatal Hospital,hospital,216.57142857142858,100.0,0.0,72.92497815876949,0,27.525874645269827,11.575169886233489,77.27272727272728,50.0,66.7325684771656,50.0,1,Very Low,37.51,Moderate,11.01,2.32,16.68,7.5,42.34,37.58,Moderate,31,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
197,1,1,1,4288,41130,41130,107665,Belpatali,540808,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,168,651,3.875,203,333,318,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,0,24,9,0,44,0,0,126,38,88,0,30,0,0,8,BRAHMAPURI,23,7625.165483,7625.165483,2208545.973,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4288,0.580983506,29.04917529,Moderate,8.215649831249156,SDH Armori,hospital,325.5,0.0,0.0,48.40178744246077,0,77.95503873765827,17.39711384286478,100.0,50.0,66.13392914748692,50.0,0,Very High,58.69,High,31.18,3.48,16.53,7.5,53.88,59.89,High,5,"Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, water-service gap, drainage-service gap."
198,1,1,1,2752,39551,39551,106086,Chakthane Wasana,541475,Pombhurna,124.0,Pombhurna,4073,Pombhurna,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,296,1113,3.76013514,601,566,547,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,25,14,0,0,77,0,0,485,71,414,0,71,0,0,0,MUL,37,12600.41478,12600.41478,5146747.787,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,2752,0.132426713,2.648534266,Low,13.43387471480942,Rural Hospital Gondpipari,hospital,222.6,0.0,0.0,79.23643826137597,0,7.106517244934077,11.897381079636556,100.0,50.0,76.41214608712532,50.0,1,Very Low,31.83,Moderate,2.84,2.38,19.1,7.5,43.2,32.47,Moderate,64,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
199,1,1,1,4043,40867,40867,107402,Nimgaon,540889,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,766,2970,3.8772846,586,1519,1451,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,86,0,55,0,1,6,10,427,253,175,174,4,73,0,2,MUL,33,9139.236806,9139.236806,5261229.72,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4043,0.21725348,4.34506961,Low,9.36058794563752,Ladukar Hospital,hospital,594.0,73.0,0.0,55.167261862249575,0,11.65932415114832,31.74772848743987,83.4090909090909,50.0,62.85878425711349,50.0,1,Very Low,34.23,Moderate,4.66,6.35,15.71,7.5,43.29,34.2,Moderate,47,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
